"design","effect_size","shift_scale","omega_sq","group_mean_offsets","sd_per_group","n_vector","n_per_group","distribution","panel","skew","excess_kurtosis","fisher_power","welch_power","mean_power","rank_power","sw_power","gate_power","fisher_mc_se","welch_mc_se","mean_mc_se","rank_mc_se","sw_mc_se","gate_mc_se","route_fisher_probability","route_welch_probability","route_rank_probability"
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","10, 16, 24, 30",20,"F.P.",3,0.5,1,0.5621,0.46502,0.49004,0.5727,0.55298,0.5675,0.00221875456055869,0.00223058915804771,0.0022356242904388,0.00221230517786313,0.00222347979347688,0.00221559811337706,0.16088,0.35388,0.48524
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","10, 16, 24, 30",20,"F.P.",4,1,1.6,0.56946,0.5032,0.52336,0.66548,0.65848,0.66272,0.00221438618312163,0.00223602218235866,0.00223362624626413,0.00211005388367217,0.00212077386630447,0.00211434245854355,0.05884,0.1779,0.76326
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","10, 16, 24, 30",20,"F.P.",5,2,6.6,0.59202,0.59246,0.60486,0.86664,0.86644,0.86648,0.00219787315193575,0.00219750380386474,0.00218634114629899,0.00152036252518931,0.00152132656849212,0.00152113385078368,0.00086,0.00524,0.9939
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","15, 24, 36, 45",30,"normal",1,0,0,0.71768,0.61746,0.62374,0.64492,0.6422,0.64692,0.00201303461271782,0.00217349096340426,0.00216651061571366,0.00214008501513374,0.00214373113985873,0.00213735590672213,0.06618,0.62616,0.30766
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","15, 24, 36, 45",30,"F.P.",2,0,6,0.73014,0.6791,0.68974,0.85906,0.85728,0.8578,0.00198512256750056,0.00208769341618926,0.00206880995937278,0.00155612285119138,0.00156429537875684,0.0015619165150545,0.0179,0.02736,0.95474
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","15, 24, 36, 45",30,"F.P.",3,0.5,1,0.72168,0.6528,0.65854,0.7642,0.75716,0.75932,0.00200428529705728,0.00212909445539647,0.00212068417450595,0.00189841175723287,0.00191764821800037,0.00191182184107202,0.05542,0.30108,0.6435
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","15, 24, 36, 45",30,"F.P.",4,1,1.6,0.71518,0.66812,0.67178,0.84106,0.84046,0.84064,0.00201840316884412,0.00210587590137691,0.00209996015009809,0.00163510291052276,0.00163760183439077,0.00163685301966915,0.00872,0.07698,0.9143
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","15, 24, 36, 45",30,"F.P.",5,2,6.6,0.72182,0.72394,0.7276,0.9664,0.9664,0.9664,0.00200397548687602,0.00199925424296161,0.00199097081847023,0.000805866490183082,0.000805866490183082,0.000805866490183082,0,1e-04,0.9999
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","25, 40, 60, 75",50,"normal",1,0,0,0.90442,0.86568,0.8658,0.8674,0.87396,0.87408,0.00131487234057151,0.0015249795906831,0.0015244038834902,0.00151668876174382,0.00148427705230526,0.00148367215785698,0.00606,0.54408,0.44986
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","25, 40, 60, 75",50,"F.P.",2,0,6,0.90314,0.88622,0.88764,0.97958,0.97952,0.97952,0.0013227104021667,0.00142009937398761,0.00141234011767704,0.000632503337540601,0.000633412497508536,0.000633412497508536,5e-04,0.00256,0.99694
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","25, 40, 60, 75",50,"F.P.",3,0.5,1,0.89932,0.87376,0.87388,0.94156,0.94112,0.94116,0.0013456859782282,0.00148528423138469,0.0014846800705876,0.00104904495995167,0.00105274066702109,0.00105240538197027,0.00408,0.14594,0.84998
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","25, 40, 60, 75",50,"F.P.",4,1,1.6,0.89414,0.87616,0.87618,0.9731,0.97318,0.97318,0.00137588996943796,0.0014731167937404,0.00147301464758501,0.000723552209588224,0.000722505191676848,0.000722505191676848,1e-04,0.00858,0.99132
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","25, 40, 60, 75",50,"F.P.",5,2,6.6,0.88268,0.88852,0.88862,0.99892,0.99892,0.99892,0.00143913875356061,0.00140749571651213,0.00140694346439365,0.000146889999659607,0.000146889999659607,0.000146889999659607,0,0,1
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","50, 80, 120, 150",100,"normal",1,0,0,0.99686,0.99536,0.99536,0.99408,0.99444,0.99444,0.000250205531513595,0.000303923358760066,0.000303923358760066,0.000343072983488937,0.000332538310574887,0.000332538310574887,0,0.27374,0.72626
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","50, 80, 120, 150",100,"F.P.",2,0,6,0.99548,0.99494,0.99494,0.99988,0.99988,0.99988,0.000299985652990271,0.00031731361143197,0.00031731361143197,4.89868553797871e-05,4.89868553797871e-05,4.89868553797871e-05,0,0,1
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","50, 80, 120, 150",100,"F.P.",3,0.5,1,0.99522,0.9945,0.9945,0.99902,0.99902,0.99902,0.000308452641421662,0.000330749149658769,0.000330749149658769,0.000139931383184758,0.000139931383184758,0.000139931383184758,0,0.01184,0.98816
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","50, 80, 120, 150",100,"F.P.",4,1,1.6,0.99394,0.994,0.994,0.99978,0.99978,0.99978,0.000347081442892009,0.000345369367489359,0.000345369367489359,6.63251988312132e-05,6.63251988312132e-05,6.63251988312132e-05,0,0,1
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","50, 80, 120, 150",100,"F.P.",5,2,6.6,0.99132,0.9928,0.9928,1,1,1,0.000414841116573563,0.000378104747391513,0.000378104747391513,0,0,0,0,0,1
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","100, 160, 240, 300",200,"normal",1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0.05068,0.94932
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","100, 160, 240, 300",200,"F.P.",2,0,6,0.99996,1,1,1,1,1,2.82837055563941e-05,0,0,0,0,0,0,0,1
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","100, 160, 240, 300",200,"F.P.",3,0.5,1,1,1,1,1,1,1,0,0,0,0,0,0,0,4e-05,0.99996
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","100, 160, 240, 300",200,"F.P.",4,1,1.6,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
"unbalanced n, larger n with smaller SD","moderate ordered effect: 0, 0.25, 0.50, 0.75 SD",1.55363866566466,0.072463768115942,"0.0000, 0.3884, 0.7768, 1.1652","2.2, 1.7, 1.3, 1.0","100, 160, 240, 300",200,"F.P.",5,2,6.6,0.99994,0.99998,0.99998,1,1,1,3.46399769052894e-05,1.999979999901e-05,1.999979999901e-05,0,0,0,0,0,1
